cole_cod_dane_establecimiento,cole_nombre_establecimiento,cole_naturaleza,cole_mcpio_ubicacion,anio,n_estudiantes,prom_global,prom_matematicas,prom_lectura_critica,prom_c_naturales,prom_sociales,prom_ingles,percentil_prom_global
113468001038,INSTITUCIÓN EDUCATIVA TÉCNICA COLEGIO NACIONAL PINILLOS,OFICIAL,MOMPÓS,2024,90,215.8,44.3,46.7,43.4,38.5,42.6,27.7
113468001038,INSTITUCIÓN EDUCATIVA TÉCNICA COLEGIO NACIONAL PINILLOS,OFICIAL,MOMPÓS,2025,78,226.4,46.1,49.1,45.4,40.6,45.3,32.4
113549000010,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,OFICIAL,PINILLOS,2021,93,203.6,40.8,44.9,41.0,37.2,37.6,24.3
113549000010,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,OFICIAL,PINILLOS,2022,105,207.4,41.2,44.8,41.2,39.5,39.4,25.4
113549000010,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,OFICIAL,PINILLOS,2023,122,203.5,39.9,44.3,40.5,38.4,39.9,20.5
113549000010,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,OFICIAL,PINILLOS,2024,75,205.3,39.6,44.6,42.2,37.7,41.5,20.7
113549000010,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,OFICIAL,PINILLOS,2025,83,205.8,40.7,44.4,41.3,37.8,42.1,20.6
113580000044,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA HÉCTOR MANUEL VIDES BALLESTEROS,OFICIAL,REGIDOR,2021,30,188.0,36.5,40.7,37.4,36.2,36.6,15.9
113580000044,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA HÉCTOR MANUEL VIDES BALLESTEROS,OFICIAL,REGIDOR,2022,47,182.8,34.0,39.5,37.7,34.6,38.0,12.8
113580000044,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA HÉCTOR MANUEL VIDES BALLESTEROS,OFICIAL,REGIDOR,2024,36,207.6,41.0,44.8,42.1,38.4,40.6,23.1
113580000044,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA HÉCTOR MANUEL VIDES BALLESTEROS,OFICIAL,REGIDOR,2025,49,195.0,39.4,41.7,39.4,35.8,37.8,15.4
113600000691,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,OFICIAL,RÍO VIEJO,2021,57,204.4,40.8,44.9,39.4,38.6,40.5,24.9
113600000691,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,OFICIAL,RÍO VIEJO,2022,59,214.6,44.0,45.9,41.0,41.5,40.5,30.1
113600000691,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,OFICIAL,RÍO VIEJO,2023,38,229.7,47.6,48.9,44.1,44.1,43.6,36.6
113600000691,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,OFICIAL,RÍO VIEJO,2024,75,212.8,43.8,46.1,40.4,40.3,41.7,24.9
113600000691,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,OFICIAL,RÍO VIEJO,2025,52,203.9,39.3,45.0,41.4,38.2,38.4,19.6
113647000125,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,OFICIAL,SAN ESTANISLAO,2021,151,192.9,37.3,41.7,39.1,36.3,38.7,19.8
113647000125,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,OFICIAL,SAN ESTANISLAO,2022,104,192.6,37.4,41.8,39.2,35.7,38.5,17.3
113647000125,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,OFICIAL,SAN ESTANISLAO,2023,148,201.6,39.1,43.5,40.0,38.4,41.4,19.6
113647000125,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,OFICIAL,SAN ESTANISLAO,2024,129,202.8,39.1,43.7,40.7,38.2,42.1,20.4
113647000125,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,OFICIAL,SAN ESTANISLAO,2025,111,202.3,40.1,44.4,40.4,36.3,42.8,20.2
113647000133,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,OFICIAL,SAN ESTANISLAO,2021,40,193.8,38.8,43.0,38.9,34.7,37.8,18.6
113647000133,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,OFICIAL,SAN ESTANISLAO,2022,33,199.8,39.8,42.8,41.5,36.7,37.6,22.9
113647000133,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,OFICIAL,SAN ESTANISLAO,2023,43,200.1,41.0,42.9,40.7,35.6,39.9,18.0
113647000133,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,OFICIAL,SAN ESTANISLAO,2024,37,199.7,40.6,41.8,41.0,36.5,39.6,19.1
113647000133,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,OFICIAL,SAN ESTANISLAO,2025,35,209.0,43.2,45.3,41.8,37.1,40.9,22.5
113650000489,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,OFICIAL,SAN FERNANDO,2021,34,214.7,43.4,46.2,43.8,38.7,42.2,31.8
113650000489,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,OFICIAL,SAN FERNANDO,2022,80,216.5,43.9,46.2,43.7,40.1,41.0,30.4
113650000489,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,OFICIAL,SAN FERNANDO,2023,66,204.4,40.6,43.6,41.3,37.7,42.2,21.1
113650000489,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,OFICIAL,SAN FERNANDO,2024,56,212.4,41.5,45.4,43.0,39.3,44.4,25.3
113650000489,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,OFICIAL,SAN FERNANDO,2025,38,212.0,42.4,45.6,45.1,36.8,41.3,23.6
113654000173,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,OFICIAL,SAN JACINTO,2021,53,216.3,43.5,46.1,43.2,40.4,42.9,32.2
113654000173,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,OFICIAL,SAN JACINTO,2022,52,208.5,44.2,44.0,41.3,38.0,39.5,26.0
113654000173,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,OFICIAL,SAN JACINTO,2023,54,238.6,50.6,51.1,47.8,42.2,45.5,41.0
113654000173,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,OFICIAL,SAN JACINTO,2024,54,229.1,48.8,47.8,45.8,41.8,43.4,34.4
113654000173,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,OFICIAL,SAN JACINTO,2025,56,239.5,50.6,49.4,48.5,43.1,48.3,38.8
113654000327,INSTITUCIÓN EDUCATIVA PIO XII,OFICIAL,SAN JACINTO,2021,189,231.8,47.1,49.7,46.0,43.7,43.2,41.1
113654000327,INSTITUCIÓN EDUCATIVA PIO XII,OFICIAL,SAN JACINTO,2022,159,259.9,54.9,53.7,50.8,49.1,50.3,53.4
113654000327,INSTITUCIÓN EDUCATIVA PIO XII,OFICIAL,SAN JACINTO,2023,205,252.5,53.2,52.5,49.0,48.1,48.2,48.7
113654000327,INSTITUCIÓN EDUCATIVA PIO XII,OFICIAL,SAN JACINTO,2024,192,248.9,50.9,52.4,49.6,46.7,48.5,44.7
113654000327,INSTITUCIÓN EDUCATIVA PIO XII,OFICIAL,SAN JACINTO,2025,158,258.0,53.3,54.0,50.3,47.8,54.4,48.8
113657000018,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,OFICIAL,SAN JUAN NEPOMUCENO,2021,203,240.2,47.8,52.9,46.5,45.5,46.5,46.5
113657000018,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,OFICIAL,SAN JUAN NEPOMUCENO,2022,207,250.6,50.2,53.3,48.7,49.2,47.1,50.6
113657000018,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,OFICIAL,SAN JUAN NEPOMUCENO,2023,182,262.1,53.1,55.0,51.5,51.3,48.8,54.3
113657000018,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,OFICIAL,SAN JUAN NEPOMUCENO,2024,189,255.6,51.1,54.1,50.0,49.8,49.3,49.4
113657000018,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,OFICIAL,SAN JUAN NEPOMUCENO,2025,188,257.3,53.0,54.4,50.2,49.1,49.0,49.8
113657000107,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,OFICIAL,SAN JUAN NEPOMUCENO,2021,55,201.0,39.2,44.0,40.6,37.7,37.9,23.0
113657000107,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,OFICIAL,SAN JUAN NEPOMUCENO,2022,65,204.0,40.9,44.2,40.3,38.4,39.0,23.1
113657000107,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,OFICIAL,SAN JUAN NEPOMUCENO,2023,52,217.3,44.5,45.8,43.2,40.7,43.0,28.8
113657000107,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,OFICIAL,SAN JUAN NEPOMUCENO,2024,69,208.4,42.5,44.0,41.7,38.6,41.3,23.2
113657000107,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,OFICIAL,SAN JUAN NEPOMUCENO,2025,73,211.8,42.4,45.2,43.0,38.8,42.5,24.5
113657000522,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,OFICIAL,SAN JUAN NEPOMUCENO,2021,36,194.2,40.2,42.4,37.7,35.4,38.0,19.2
113657000522,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,OFICIAL,SAN JUAN NEPOMUCENO,2022,27,202.1,40.4,43.0,41.7,36.9,39.5,22.6
113657000522,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,OFICIAL,SAN JUAN NEPOMUCENO,2023,27,214.9,45.2,44.4,41.7,41.1,41.2,26.9
113657000522,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,OFICIAL,SAN JUAN NEPOMUCENO,2024,41,215.9,44.2,46.2,43.4,39.3,41.8,26.7
113657000522,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,OFICIAL,SAN JUAN NEPOMUCENO,2025,39,199.9,40.7,43.2,40.1,35.9,39.9,17.7
113657000590,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,OFICIAL,SAN JUAN NEPOMUCENO,2021,106,195.0,39.7,41.2,39.9,35.3,38.5,20.0
113657000590,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,OFICIAL,SAN JUAN NEPOMUCENO,2022,125,211.9,41.9,45.6,42.5,40.2,40.3,27.9
113657000590,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,OFICIAL,SAN JUAN NEPOMUCENO,2023,104,213.4,41.9,45.4,42.7,40.6,42.8,26.3
113657000590,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,OFICIAL,SAN JUAN NEPOMUCENO,2024,110,207.7,41.0,44.5,42.1,39.1,39.8,22.7
113657000590,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,OFICIAL,SAN JUAN NEPOMUCENO,2025,59,202.3,40.1,44.3,40.9,36.5,40.5,18.8
113667000016,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,OFICIAL,SAN MARTÍN DE LOBA,2021,101,212.9,42.0,45.7,42.6,40.8,40.2,29.0
113667000016,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,OFICIAL,SAN MARTÍN DE LOBA,2022,95,210.3,40.5,45.6,42.2,40.6,40.0,27.6
113667000016,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,OFICIAL,SAN MARTÍN DE LOBA,2023,103,216.8,43.2,46.8,42.8,40.9,42.8,28.4
113667000016,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,OFICIAL,SAN MARTÍN DE LOBA,2024,116,208.9,41.3,43.9,42.6,39.6,41.1,23.6
113667000016,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,OFICIAL,SAN MARTÍN DE LOBA,2025,95,218.7,43.2,47.3,43.9,41.1,42.3,28.3
113670001171,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,OFICIAL,SAN PABLO,2021,131,214.2,42.5,46.6,42.4,40.8,40.3,30.8
113670001171,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,OFICIAL,SAN PABLO,2022,125,221.3,45.8,47.2,43.7,41.3,41.6,33.8
113670001171,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,OFICIAL,SAN PABLO,2023,147,218.5,43.8,48.3,42.5,40.6,42.7,28.7
113670001171,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,OFICIAL,SAN PABLO,2024,197,225.1,45.7,48.6,44.0,42.5,43.1,31.9
113670001171,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,OFICIAL,SAN PABLO,2025,161,223.1,46.4,47.6,44.5,40.3,43.6,29.5
113673000028,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,OFICIAL,SANTA CATALINA,2021,65,220.8,44.6,46.9,44.1,42.3,40.3,34.9
113673000028,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,OFICIAL,SANTA CATALINA,2022,75,218.9,42.2,47.4,43.4,42.4,43.0,31.7
113673000028,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,OFICIAL,SANTA CATALINA,2023,87,228.5,44.0,49.2,45.8,44.1,45.1,34.3
113673000028,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,OFICIAL,SANTA CATALINA,2024,84,241.6,50.2,50.3,48.4,44.9,46.7,41.3
113673000028,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,OFICIAL,SANTA CATALINA,2025,92,225.0,44.7,49.2,45.3,40.6,45.5,31.1
113683000051,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,OFICIAL,SANTA ROSA,2021,111,203.6,41.0,43.7,40.8,38.3,38.3,24.6
113683000051,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,OFICIAL,SANTA ROSA,2022,89,204.4,40.8,44.2,41.4,37.3,40.1,23.2
113683000051,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,OFICIAL,SANTA ROSA,2023,109,218.4,42.3,47.7,43.5,41.5,42.9,28.8
113683000051,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,OFICIAL,SANTA ROSA,2024,78,223.8,45.2,47.5,45.4,41.1,44.4,31.3
113683000051,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,OFICIAL,SANTA ROSA,2025,94,220.6,44.4,47.8,43.6,40.3,45.1,28.6
113683000085,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,OFICIAL,SANTA ROSA,2021,111,200.8,40.7,43.5,40.2,36.8,38.4,22.8
113683000085,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,OFICIAL,SANTA ROSA,2022,91,211.2,42.8,45.4,42.3,38.9,41.0,27.3
113683000085,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,OFICIAL,SANTA ROSA,2023,114,213.6,42.3,46.2,42.0,40.6,42.0,26.5
113683000085,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,OFICIAL,SANTA ROSA,2024,135,214.5,43.6,45.2,42.6,40.0,42.9,25.8
113683000085,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,OFICIAL,SANTA ROSA,2025,94,221.4,44.1,47.2,44.2,41.0,45.9,29.5
113683000727,CENTRO EDUCATIVO DE CHIRICOCO,OFICIAL,SANTA ROSA,2025,9,184.7,36.1,41.1,35.7,34.6,39.0,14.9
113688010909,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,OFICIAL,SANTA ROSA DEL SUR,2021,68,269.8,56.4,55.9,52.6,51.8,51.5,64.6
113688010909,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,OFICIAL,SANTA ROSA DEL SUR,2022,66,273.8,58.6,57.0,53.3,51.7,50.2,64.6
113688010909,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,OFICIAL,SANTA ROSA DEL SUR,2023,82,269.2,56.4,57.6,53.1,49.4,50.5,60.0
113688010909,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,OFICIAL,SANTA ROSA DEL SUR,2024,79,273.5,59.7,55.6,53.9,51.0,50.6,60.0
113688010909,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,OFICIAL,SANTA ROSA DEL SUR,2025,86,284.6,64.2,58.3,55.6,51.2,51.9,65.3
113688011051,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,OFICIAL,SANTA ROSA DEL SUR,2021,85,271.8,56.8,56.4,53.7,51.9,50.5,65.5
113688011051,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,OFICIAL,SANTA ROSA DEL SUR,2022,74,275.6,57.6,56.0,54.4,52.6,55.0,65.4
113688011051,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,OFICIAL,SANTA ROSA DEL SUR,2023,89,279.8,59.5,57.3,55.1,52.6,54.0,65.4
113688011051,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,OFICIAL,SANTA ROSA DEL SUR,2024,98,282.2,59.8,57.3,55.7,54.0,53.1,63.9
113688011051,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,OFICIAL,SANTA ROSA DEL SUR,2025,92,292.5,63.3,59.7,57.3,54.7,55.2,68.7
113744002329,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,OFICIAL,SIMITÍ,2021,51,240.4,50.3,51.8,47.4,44.1,44.2,46.9
113744002329,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,OFICIAL,SIMITÍ,2022,63,240.9,49.7,50.7,48.7,45.8,41.6,44.9
113744002329,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,OFICIAL,SIMITÍ,2023,63,251.5,53.1,52.0,51.0,46.7,45.4,49.4
113744002329,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,OFICIAL,SIMITÍ,2024,68,256.5,52.4,53.4,52.5,48.3,47.1,50.1
113744002329,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,OFICIAL,SIMITÍ,2025,46,264.9,55.9,54.5,54.5,48.7,47.8,54.4
113760000018,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,OFICIAL,SOPLAVIENTO,2021,74,189.5,37.8,41.4,38.4,34.4,37.0,16.7
113760000018,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,OFICIAL,SOPLAVIENTO,2022,76,204.7,41.6,43.0,41.2,38.5,39.6,23.7
113760000018,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,OFICIAL,SOPLAVIENTO,2023,79,211.5,45.0,44.8,42.1,38.0,40.1,24.3
113760000018,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,OFICIAL,SOPLAVIENTO,2024,78,206.0,41.7,44.8,41.6,37.2,39.8,22.5
113760000018,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,OFICIAL,SOPLAVIENTO,2025,63,208.0,42.0,45.7,41.4,37.0,42.6,22.2
113760000131,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,OFICIAL,SOPLAVIENTO,2021,44,201.2,41.0,43.8,40.7,36.5,37.5,22.0
113760000131,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,OFICIAL,SOPLAVIENTO,2022,39,207.3,44.9,43.9,40.8,37.1,38.2,24.6
113760000131,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,OFICIAL,SOPLAVIENTO,2023,37,224.4,46.8,49.0,43.0,42.0,41.3,32.1
113760000131,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,OFICIAL,SOPLAVIENTO,2024,30,211.8,44.2,44.8,43.3,37.4,41.3,24.3
113760000131,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,OFICIAL,SOPLAVIENTO,2025,40,217.2,44.3,48.2,43.0,38.6,43.4,29.5
113836000021,INSTITUCION EDUCATIVA CRISANTO LUQUE,OFICIAL,TURBACO,2021,180,233.8,48.2,50.5,45.9,43.3,44.2,42.9
113836000021,INSTITUCION EDUCATIVA CRISANTO LUQUE,OFICIAL,TURBACO,2022,233,240.9,47.9,52.5,48.1,45.4,44.8,45.3
113836000021,INSTITUCION EDUCATIVA CRISANTO LUQUE,OFICIAL,TURBACO,2023,175,249.2,50.3,53.0,48.7,47.4,49.9,47.0
113836000021,INSTITUCION EDUCATIVA CRISANTO LUQUE,OFICIAL,TURBACO,2024,221,261.3,52.3,56.1,52.6,48.7,50.3,52.2
113836000021,INSTITUCION EDUCATIVA CRISANTO LUQUE,OFICIAL,TURBACO,2025,221,250.0,52.3,51.6,49.8,46.1,50.6,44.8
113836000039,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA,OFICIAL,TURBACO,2021,84,227.5,45.1,49.9,43.8,43.2,45.3,38.7
113836000039,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA,OFICIAL,TURBACO,2022,63,247.6,48.1,52.9,48.7,47.3,53.0,49.3
113836000039,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA,OFICIAL,TURBACO,2023,69,262.4,53.2,55.7,52.1,48.7,53.2,55.4
113836000039,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA,OFICIAL,TURBACO,2024,76,267.3,56.8,55.8,53.1,48.0,54.2,56.3
113836000039,INSTITUCIÓN EDUCATIVA CUARTA POZA DE MANGA,OFICIAL,TURBACO,2025,64,270.9,58.0,54.9,54.5,49.2,54.7,57.4
113836000071,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,OFICIAL,TURBACO,2021,87,214.8,43.8,46.1,42.9,39.4,41.8,31.4
113836000071,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,OFICIAL,TURBACO,2022,80,225.1,46.0,47.8,44.4,42.7,42.7,35.7
113836000071,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,OFICIAL,TURBACO,2023,79,222.0,44.4,46.8,43.5,43.0,44.0,31.3
113836000071,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,OFICIAL,TURBACO,2024,65,234.1,46.6,49.0,46.9,45.1,45.8,37.2
113836000071,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,OFICIAL,TURBACO,2025,53,243.3,51.7,51.2,47.5,44.1,49.1,40.7
113836000241,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,OFICIAL,TURBACO,2021,253,251.7,50.7,53.9,49.7,47.5,49.1,53.5
113836000241,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,OFICIAL,TURBACO,2022,300,254.5,51.3,54.3,49.3,48.8,50.6,52.7
113836000241,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,OFICIAL,TURBACO,2023,227,261.0,52.7,54.6,51.7,49.7,52.4,53.9
113836000241,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,OFICIAL,TURBACO,2024,212,265.5,53.5,56.3,53.5,49.6,52.0,55.4
113836000241,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,OFICIAL,TURBACO,2025,211,276.3,57.2,57.1,55.0,51.2,56.7,59.7
113836000373,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,OFICIAL,TURBACO,2021,52,208.2,43.2,44.7,41.5,38.3,38.2,27.1
113836000373,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,OFICIAL,TURBACO,2022,39,222.7,45.6,49.4,44.0,39.5,43.2,34.2
113836000373,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,OFICIAL,TURBACO,2023,39,231.1,46.1,49.6,46.2,42.9,46.3,37.0
113836000373,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,OFICIAL,TURBACO,2024,42,240.6,48.4,52.6,47.5,45.4,44.6,42.4
113836000373,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,OFICIAL,TURBACO,2025,72,222.9,44.9,49.3,43.9,40.4,43.8,30.2
113836000781,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,OFICIAL,TURBACO,2021,85,201.1,40.1,43.3,40.8,37.2,38.4,23.1
113836000781,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,OFICIAL,TURBACO,2022,102,207.0,41.2,44.5,41.9,38.9,38.6,25.6
113836000781,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,OFICIAL,TURBACO,2023,88,203.6,40.6,43.9,41.0,37.6,39.8,20.7
113836000781,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,OFICIAL,TURBACO,2024,111,212.2,42.4,45.4,43.1,39.6,40.3,26.2
