cole_cod_dane_establecimiento,cole_nombre_establecimiento,cole_naturaleza,cole_mcpio_ubicacion,anio,n_estudiantes,prom_global,prom_matematicas,prom_lectura_critica,prom_c_naturales,prom_sociales,prom_ingles,percentil_prom_global
213244000952,INSTITUCIÓN EDUCATIVA DE CARACOLÍ,OFICIAL,EL CARMEN DE BOLÍVAR,2021,33,205.1,40.2,44.4,40.8,39.1,39.5,24.5
213244000952,INSTITUCIÓN EDUCATIVA DE CARACOLÍ,OFICIAL,EL CARMEN DE BOLÍVAR,2022,55,212.3,43.6,45.1,42.7,39.7,38.4,28.0
213244000952,INSTITUCIÓN EDUCATIVA DE CARACOLÍ,OFICIAL,EL CARMEN DE BOLÍVAR,2023,49,213.4,42.7,45.5,41.3,41.2,42.7,25.7
213244000952,INSTITUCIÓN EDUCATIVA DE CARACOLÍ,OFICIAL,EL CARMEN DE BOLÍVAR,2024,40,216.3,45.0,44.2,42.3,42.4,40.6,25.8
213244000952,INSTITUCIÓN EDUCATIVA DE CARACOLÍ,OFICIAL,EL CARMEN DE BOLÍVAR,2025,37,224.9,46.1,48.5,44.0,42.0,43.2,30.9
213244001070,INSTITUCIÓN EDUCATIVA TÉCNICA MAMON DE MARÍA,OFICIAL,EL CARMEN DE BOLÍVAR,2021,22,183.2,35.9,40.7,35.2,34.6,37.5,14.0
213244001070,INSTITUCIÓN EDUCATIVA TÉCNICA MAMON DE MARÍA,OFICIAL,EL CARMEN DE BOLÍVAR,2022,20,189.6,36.4,42.7,38.0,35.0,37.1,16.4
213244001070,INSTITUCIÓN EDUCATIVA TÉCNICA MAMON DE MARÍA,OFICIAL,EL CARMEN DE BOLÍVAR,2023,16,204.6,41.0,46.7,37.9,38.2,40.4,19.2
213244001070,INSTITUCIÓN EDUCATIVA TÉCNICA MAMON DE MARÍA,OFICIAL,EL CARMEN DE BOLÍVAR,2024,19,193.8,37.7,43.1,39.2,34.6,40.6,16.1
213244001070,INSTITUCIÓN EDUCATIVA TÉCNICA MAMON DE MARÍA,OFICIAL,EL CARMEN DE BOLÍVAR,2025,22,186.5,36.6,39.4,37.7,34.7,39.7,9.9
213244001100,INSTITUCIÓN EDUCATIVA TÉCNICA DE AGROPECUARIA GUAMANGA,OFICIAL,EL CARMEN DE BOLÍVAR,2021,13,201.5,38.4,42.9,41.8,39.1,37.8,23.1
213244001100,INSTITUCIÓN EDUCATIVA TÉCNICA DE AGROPECUARIA GUAMANGA,OFICIAL,EL CARMEN DE BOLÍVAR,2022,11,207.9,41.8,42.6,43.7,40.0,36.0,25.5
213244001100,INSTITUCIÓN EDUCATIVA TÉCNICA DE AGROPECUARIA GUAMANGA,OFICIAL,EL CARMEN DE BOLÍVAR,2023,12,194.7,37.1,40.8,41.1,36.1,40.8,15.2
213244001100,INSTITUCIÓN EDUCATIVA TÉCNICA DE AGROPECUARIA GUAMANGA,OFICIAL,EL CARMEN DE BOLÍVAR,2024,30,185.6,35.1,40.3,38.3,34.4,38.3,11.9
213244001100,INSTITUCIÓN EDUCATIVA TÉCNICA DE AGROPECUARIA GUAMANGA,OFICIAL,EL CARMEN DE BOLÍVAR,2025,30,182.5,35.5,39.9,36.3,33.1,40.0,9.3
213244001975,INSTITUCIÒN EDUCATIVA GABRIEL GARCÌA TABOADA,OFICIAL,EL CARMEN DE BOLÍVAR,2021,83,203.8,39.9,45.4,39.5,38.7,39.6,25.0
213244001975,INSTITUCIÒN EDUCATIVA GABRIEL GARCÌA TABOADA,OFICIAL,EL CARMEN DE BOLÍVAR,2022,71,203.9,42.1,43.4,40.4,37.7,39.2,23.4
213244001975,INSTITUCIÒN EDUCATIVA GABRIEL GARCÌA TABOADA,OFICIAL,EL CARMEN DE BOLÍVAR,2023,76,200.4,39.7,43.1,40.1,37.7,39.4,18.8
213244001975,INSTITUCIÒN EDUCATIVA GABRIEL GARCÌA TABOADA,OFICIAL,EL CARMEN DE BOLÍVAR,2024,78,204.0,40.1,43.4,40.8,39.1,40.1,21.4
213244001975,INSTITUCIÒN EDUCATIVA GABRIEL GARCÌA TABOADA,OFICIAL,EL CARMEN DE BOLÍVAR,2025,67,205.1,42.3,45.0,40.8,36.8,38.7,20.6
213244001983,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA EL SALADO,OFICIAL,EL CARMEN DE BOLÍVAR,2021,16,223.4,45.4,47.6,43.3,44.2,39.1,36.2
213244001983,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA EL SALADO,OFICIAL,EL CARMEN DE BOLÍVAR,2022,14,218.6,41.7,46.1,46.0,42.6,38.5,32.1
213244001983,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA EL SALADO,OFICIAL,EL CARMEN DE BOLÍVAR,2023,11,247.3,49.4,52.8,48.9,47.2,48.1,45.6
213244001983,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA EL SALADO,OFICIAL,EL CARMEN DE BOLÍVAR,2024,8,207.1,41.2,45.1,42.2,38.9,35.9,20.1
213244001983,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA EL SALADO,OFICIAL,EL CARMEN DE BOLÍVAR,2025,17,232.6,46.7,53.1,45.8,41.1,45.1,35.2
213248000124,INSTITUCION EDUCATIVA TÉCNICA AGROPESQUERA MANUEL PADILLA POLO DE ROBLES,OFICIAL,EL GUAMO,2021,29,193.8,39.3,41.1,38.9,36.9,35.2,17.8
213248000124,INSTITUCION EDUCATIVA TÉCNICA AGROPESQUERA MANUEL PADILLA POLO DE ROBLES,OFICIAL,EL GUAMO,2022,37,209.7,42.7,44.2,40.9,41.2,38.0,26.2
213248000124,INSTITUCION EDUCATIVA TÉCNICA AGROPESQUERA MANUEL PADILLA POLO DE ROBLES,OFICIAL,EL GUAMO,2023,40,204.4,42.2,42.5,40.2,39.4,38.4,21.1
213248000124,INSTITUCION EDUCATIVA TÉCNICA AGROPESQUERA MANUEL PADILLA POLO DE ROBLES,OFICIAL,EL GUAMO,2024,25,225.4,47.2,47.2,45.6,42.0,39.9,31.9
213248000124,INSTITUCION EDUCATIVA TÉCNICA AGROPESQUERA MANUEL PADILLA POLO DE ROBLES,OFICIAL,EL GUAMO,2025,34,211.7,45.4,44.9,42.7,37.4,38.8,23.1
213268000091,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE BUENOS AIRES,OFICIAL,EL PEÑÓN,2021,6,188.0,38.8,39.0,36.0,37.0,36.5,13.5
213268000091,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE BUENOS AIRES,OFICIAL,EL PEÑÓN,2022,5,196.0,36.0,43.4,41.2,37.4,35.8,19.6
213268000091,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE BUENOS AIRES,OFICIAL,EL PEÑÓN,2023,13,201.0,38.4,41.2,42.3,39.8,37.6,19.0
213268000091,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE BUENOS AIRES,OFICIAL,EL PEÑÓN,2024,12,199.9,40.8,41.6,40.1,38.2,37.4,18.8
213268000091,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE BUENOS AIRES,OFICIAL,EL PEÑÓN,2025,1,195.0,42.0,40.0,41.0,33.0,40.0,13.0
213268000091,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE BUENOS AIRES,OFICIAL,EL PEŃÓN,2025,11,202.7,40.8,44.5,41.7,35.8,38.3,17.4
213430000113,INST EDUC DE ISLA GRANDE,OFICIAL,MAGANGUÉ,2021,33,196.2,39.9,41.9,39.5,35.8,38.1,19.3
213430000113,INST EDUC DE ISLA GRANDE,OFICIAL,MAGANGUÉ,2022,28,198.5,38.6,42.7,40.6,37.1,39.0,19.5
213430000113,INST EDUC DE ISLA GRANDE,OFICIAL,MAGANGUÉ,2023,22,201.7,40.3,43.7,40.6,37.4,38.5,19.4
213430000113,INST EDUC DE ISLA GRANDE,OFICIAL,MAGANGUÉ,2024,27,206.1,42.9,43.2,41.7,36.4,43.3,21.9
213430000113,INST EDUC DE ISLA GRANDE,OFICIAL,MAGANGUÉ,2025,18,223.2,47.2,46.3,43.6,41.1,47.1,32.9
213430000610,INSTITUCION EDUCATIVA LA PASCUALA,OFICIAL,MAGANGUÉ,2021,22,223.6,45.3,47.9,43.8,43.1,41.0,36.6
213430000610,INSTITUCION EDUCATIVA LA PASCUALA,OFICIAL,MAGANGUÉ,2022,34,219.3,44.1,47.3,42.2,41.9,43.6,33.0
213430000610,INSTITUCION EDUCATIVA LA PASCUALA,OFICIAL,MAGANGUÉ,2023,39,219.9,44.5,47.3,44.3,40.5,42.2,29.2
213430000610,INSTITUCION EDUCATIVA LA PASCUALA,OFICIAL,MAGANGUÉ,2024,27,222.3,46.1,46.9,43.2,42.0,43.4,30.6
213430000610,INSTITUCION EDUCATIVA LA PASCUALA,OFICIAL,MAGANGUÉ,2025,36,236.5,50.9,50.8,47.1,41.0,46.2,38.5
213430001144,INST EDUC TECNICO ACUICOLA DE CASCAJAL,OFICIAL,MAGANGUÉ,2021,85,216.7,44.1,47.3,42.6,40.5,39.7,31.9
213430001144,INST EDUC TECNICO ACUICOLA DE CASCAJAL,OFICIAL,MAGANGUÉ,2022,79,231.2,46.5,49.9,45.6,43.4,44.7,38.7
213430001144,INST EDUC TECNICO ACUICOLA DE CASCAJAL,OFICIAL,MAGANGUÉ,2023,54,242.0,47.4,50.3,49.1,48.0,44.7,42.7
213430001144,INST EDUC TECNICO ACUICOLA DE CASCAJAL,OFICIAL,MAGANGUÉ,2024,46,244.4,48.0,53.2,50.2,45.1,46.3,42.4
213430001144,INST EDUC TECNICO ACUICOLA DE CASCAJAL,OFICIAL,MAGANGUÉ,2025,55,236.6,48.6,51.0,47.0,43.0,46.6,37.8
213430001811,I.E. DE YATI,OFICIAL,MAGANGUÉ,2021,62,216.9,44.3,47.0,43.7,39.5,40.8,32.7
213430001811,I.E. DE YATI,OFICIAL,MAGANGUÉ,2022,83,216.0,42.8,45.8,43.4,41.3,41.4,30.2
213430001811,I.E. DE YATI,OFICIAL,MAGANGUÉ,2023,74,228.1,47.0,48.2,45.0,43.0,43.8,34.4
213430001811,I.E. DE YATI,OFICIAL,MAGANGUÉ,2024,62,226.2,46.9,48.1,44.1,42.0,45.1,32.3
213430001811,I.E. DE YATI,OFICIAL,MAGANGUÉ,2025,49,231.0,49.6,48.7,46.4,40.9,44.0,34.7
213430001926,INST EDUC DE JUAN ARIAS,OFICIAL,MAGANGUÉ,2021,15,257.3,52.2,55.3,48.9,50.8,47.5,55.9
213430001926,INST EDUC DE JUAN ARIAS,OFICIAL,MAGANGUÉ,2022,67,210.0,41.6,44.8,43.4,39.0,40.1,28.4
213430001926,INST EDUC DE JUAN ARIAS,OFICIAL,MAGANGUÉ,2023,58,232.5,48.6,47.8,46.4,43.8,44.6,37.3
213430001926,INST EDUC DE JUAN ARIAS,OFICIAL,MAGANGUÉ,2024,47,226.4,47.4,47.2,45.4,41.8,43.1,32.1
213430001926,INST EDUC DE JUAN ARIAS,OFICIAL,MAGANGUÉ,2025,47,222.5,44.4,47.6,45.1,40.9,44.0,30.0
213430002337,I.E. DE COYONGAL,OFICIAL,MAGANGUÉ,2021,42,197.7,40.3,41.4,39.1,37.4,39.6,20.8
213430002337,I.E. DE COYONGAL,OFICIAL,MAGANGUÉ,2022,26,215.7,41.0,48.5,41.2,42.5,41.3,29.6
213430002337,I.E. DE COYONGAL,OFICIAL,MAGANGUÉ,2023,47,217.4,44.4,45.3,43.9,40.6,42.4,28.2
213430002337,I.E. DE COYONGAL,OFICIAL,MAGANGUÉ,2024,33,218.4,45.0,45.9,44.6,40.2,40.5,28.4
213430002337,I.E. DE COYONGAL,OFICIAL,MAGANGUÉ,2025,41,209.0,43.6,44.2,40.2,38.5,43.9,22.0
213430002493,INST EDUC SAN JUAN BAUTISTA DE EL RETIRO,OFICIAL,MAGANGUÉ,2021,26,207.2,42.6,46.3,40.5,37.5,38.2,26.2
213430002493,INST EDUC SAN JUAN BAUTISTA DE EL RETIRO,OFICIAL,MAGANGUÉ,2022,29,208.2,43.1,44.1,42.0,37.8,40.5,25.8
213430002493,INST EDUC SAN JUAN BAUTISTA DE EL RETIRO,OFICIAL,MAGANGUÉ,2023,24,231.6,50.5,47.7,46.6,42.0,41.9,36.1
213430002493,INST EDUC SAN JUAN BAUTISTA DE EL RETIRO,OFICIAL,MAGANGUÉ,2024,27,237.3,50.9,46.6,49.8,43.3,45.5,38.6
213430002493,INST EDUC SAN JUAN BAUTISTA DE EL RETIRO,OFICIAL,MAGANGUÉ,2025,24,252.8,55.7,51.9,52.2,42.7,49.6,48.0
213430002582,INST EDUC TECNICA AGROPECUARIA SANTA BARBARA,OFICIAL,MAGANGUÉ,2021,57,219.8,44.9,47.6,43.5,40.4,42.4,34.4
213430002582,INST EDUC TECNICA AGROPECUARIA SANTA BARBARA,OFICIAL,MAGANGUÉ,2022,82,217.0,42.9,46.2,44.1,41.2,41.2,31.0
213430002582,INST EDUC TECNICA AGROPECUARIA SANTA BARBARA,OFICIAL,MAGANGUÉ,2023,68,234.4,47.2,49.2,47.4,44.3,45.4,38.4
213430002582,INST EDUC TECNICA AGROPECUARIA SANTA BARBARA,OFICIAL,MAGANGUÉ,2024,61,240.0,50.3,49.3,48.0,44.8,46.8,40.6
213430002582,INST EDUC TECNICA AGROPECUARIA SANTA BARBARA,OFICIAL,MAGANGUÉ,2025,66,228.9,46.8,49.3,46.8,40.7,44.4,33.5
213430002612,INST EDUC SAN SEBASTIAN DE MADRID,OFICIAL,MAGANGUÉ,2021,14,235.5,52.6,50.6,43.9,42.5,44.2,47.5
213430002612,INST EDUC SAN SEBASTIAN DE MADRID,OFICIAL,MAGANGUÉ,2022,13,247.5,52.2,50.9,48.8,46.5,48.9,48.2
213430002612,INST EDUC SAN SEBASTIAN DE MADRID,OFICIAL,MAGANGUÉ,2023,16,232.1,48.3,48.9,47.4,41.0,46.4,37.7
213430002612,INST EDUC SAN SEBASTIAN DE MADRID,OFICIAL,MAGANGUÉ,2024,11,242.5,49.2,53.0,48.3,44.4,47.8,48.8
213430002612,INST EDUC SAN SEBASTIAN DE MADRID,OFICIAL,MAGANGUÉ,2025,10,239.6,52.3,48.8,48.6,40.7,51.7,39.4
213430002949,INST EDUC TEC AGROP CALIXTO DIAZ PALENCIA,OFICIAL,MAGANGUÉ,2021,30,200.1,40.6,42.1,39.9,37.4,40.5,23.5
213430002949,INST EDUC TEC AGROP CALIXTO DIAZ PALENCIA,OFICIAL,MAGANGUÉ,2022,27,200.4,39.9,41.7,40.4,38.1,40.5,21.0
213430002949,INST EDUC TEC AGROP CALIXTO DIAZ PALENCIA,OFICIAL,MAGANGUÉ,2023,27,211.0,43.2,45.6,40.8,39.4,41.6,24.0
213430002949,INST EDUC TEC AGROP CALIXTO DIAZ PALENCIA,OFICIAL,MAGANGUÉ,2024,29,210.2,41.9,44.9,40.1,41.2,42.4,23.5
213430002949,INST EDUC TEC AGROP CALIXTO DIAZ PALENCIA,OFICIAL,MAGANGUÉ,2025,37,218.2,46.6,45.3,41.1,42.2,41.4,27.8
213430003066,I.E. NUESTRA SEÑORA DEL CARMEN DE BARBOSA,OFICIAL,MAGANGUÉ,2021,86,193.8,39.0,41.1,39.3,35.6,38.8,18.4
213430003066,I.E. NUESTRA SEÑORA DEL CARMEN DE BARBOSA,OFICIAL,MAGANGUÉ,2022,91,198.3,39.4,41.1,40.3,38.0,38.9,20.2
213430003066,I.E. NUESTRA SEÑORA DEL CARMEN DE BARBOSA,OFICIAL,MAGANGUÉ,2023,86,202.2,39.3,43.1,40.8,38.2,41.8,19.8
213430003066,I.E. NUESTRA SEÑORA DEL CARMEN DE BARBOSA,OFICIAL,MAGANGUÉ,2024,77,203.3,40.7,43.6,41.3,36.8,41.7,20.5
213430003066,I.E. NUESTRA SEÑORA DEL CARMEN DE BARBOSA,OFICIAL,MAGANGUÉ,2025,58,211.6,43.6,45.6,42.8,37.3,42.1,23.4
213430003082,INST EDUC DE CEIBAL,OFICIAL,MAGANGUÉ,2021,30,211.2,44.3,44.4,41.0,39.5,41.6,29.1
213430003082,INST EDUC DE CEIBAL,OFICIAL,MAGANGUÉ,2022,42,208.8,42.4,44.2,43.2,38.1,39.7,26.6
213430003082,INST EDUC DE CEIBAL,OFICIAL,MAGANGUÉ,2023,20,222.6,45.8,46.3,45.3,41.8,41.0,31.4
213430003082,INST EDUC DE CEIBAL,OFICIAL,MAGANGUÉ,2024,26,215.4,44.6,45.7,42.3,40.0,42.0,26.1
213430003082,INST EDUC DE CEIBAL,OFICIAL,MAGANGUÉ,2025,21,205.8,40.9,44.1,42.4,36.5,43.0,20.4
213433000106,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA ZEQUIEL MARTELO PIMIENTA DE SAN JOAQUIN,OFICIAL,MAHATES,2021,37,218.3,43.3,46.9,44.4,40.6,42.0,33.3
213433000106,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA ZEQUIEL MARTELO PIMIENTA DE SAN JOAQUIN,OFICIAL,MAHATES,2022,31,216.9,43.9,46.1,43.2,40.5,42.7,30.9
213433000106,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA ZEQUIEL MARTELO PIMIENTA DE SAN JOAQUIN,OFICIAL,MAHATES,2023,23,215.7,41.9,46.5,42.7,41.9,42.1,26.8
213433000106,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA ZEQUIEL MARTELO PIMIENTA DE SAN JOAQUIN,OFICIAL,MAHATES,2024,21,223.1,44.7,46.8,44.5,42.0,46.1,30.2
213433000106,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA ZEQUIEL MARTELO PIMIENTA DE SAN JOAQUIN,OFICIAL,MAHATES,2025,27,217.2,43.9,46.2,43.2,40.5,43.5,27.0
213433000131,INSTITUCION EDUCATIVA DE EVITAR,OFICIAL,MAHATES,2021,18,183.3,36.4,39.6,36.6,33.8,37.5,14.7
213433000131,INSTITUCION EDUCATIVA DE EVITAR,OFICIAL,MAHATES,2022,29,193.7,37.7,41.4,38.6,37.0,39.6,18.1
213433000131,INSTITUCION EDUCATIVA DE EVITAR,OFICIAL,MAHATES,2023,25,195.4,39.8,41.7,37.9,36.3,41.2,16.5
213433000131,INSTITUCION EDUCATIVA DE EVITAR,OFICIAL,MAHATES,2024,20,191.6,39.3,39.6,41.6,33.0,38.0,13.4
213433000131,INSTITUCION EDUCATIVA DE EVITAR,OFICIAL,MAHATES,2025,15,202.7,42.7,42.1,40.0,37.5,40.5,20.1
213433000238,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,OFICIAL,MAHATES,2021,126,203.4,39.6,44.4,41.3,38.1,38.4,24.4
213433000238,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,OFICIAL,MAHATES,2022,130,209.2,41.1,44.7,42.1,39.8,41.2,26.4
213433000238,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,OFICIAL,MAHATES,2023,115,204.5,40.5,43.5,41.7,38.2,40.1,21.9
213433000238,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,OFICIAL,MAHATES,2024,122,202.4,39.1,43.4,41.7,37.8,40.1,20.7
213433000238,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,OFICIAL,MAHATES,2025,115,212.4,42.5,46.6,42.6,38.4,41.8,24.3
213433000343,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,OFICIAL,MAHATES,2021,44,189.4,36.7,40.6,37.6,36.4,38.5,16.4
213433000343,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,OFICIAL,MAHATES,2022,33,207.5,41.6,43.8,40.5,40.2,41.5,25.3
213433000343,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,OFICIAL,MAHATES,2023,48,202.6,37.5,43.0,41.9,39.6,40.5,2.5
213433000343,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,OFICIAL,MAHATES,2024,45,196.8,37.1,42.6,40.2,37.5,41.2,20.5
213433000343,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,OFICIAL,MAHATES,2025,42,191.7,36.7,42.8,38.6,35.2,42.4,23.0
213440000430,INSTITUCIÓN EDUCATIVA DE MAMONCITO,OFICIAL,MARGARITA,2021,15,221.9,44.7,48.9,42.7,42.7,39.8,36.4
213440000430,INSTITUCIÓN EDUCATIVA DE MAMONCITO,OFICIAL,MARGARITA,2022,31,216.5,44.5,44.8,45.0,40.2,39.4,30.8
213440000430,INSTITUCIÓN EDUCATIVA DE MAMONCITO,OFICIAL,MARGARITA,2023,29,220.3,46.4,47.0,44.3,39.7,40.5,29.8
213440000430,INSTITUCIÓN EDUCATIVA DE MAMONCITO,OFICIAL,MARGARITA,2024,23,221.2,45.4,47.4,44.6,40.7,40.8,28.9
213440000430,INSTITUCIÓN EDUCATIVA DE MAMONCITO,OFICIAL,MARGARITA,2025,26,226.2,44.0,48.6,46.0,43.1,43.1,31.2
213440000502,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,OFICIAL,MARGARITA,2021,21,202.6,40.0,43.5,40.0,39.3,38.3,22.8
213440000502,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,OFICIAL,MARGARITA,2022,18,218.4,43.5,45.9,44.1,41.7,42.4,31.5
213440000502,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,OFICIAL,MARGARITA,2023,16,236.3,46.0,49.0,47.1,47.7,44.8,39.9
213440000502,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,OFICIAL,MARGARITA,2024,24,221.2,43.8,46.9,45.0,41.8,42.5,29.5
213440000502,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,OFICIAL,MARGARITA,2025,14,230.0,45.3,49.1,45.9,43.4,46.4,34.4
213440000618,INSTITUCIÓN EDUCATIVA DE CHILLOA,OFICIAL,MARGARITA,2021,41,199.9,40.4,44.1,39.1,37.0,38.0,21.9
213440000618,INSTITUCIÓN EDUCATIVA DE CHILLOA,OFICIAL,MARGARITA,2022,61,205.9,41.9,43.8,41.5,38.4,38.7,24.6
213440000618,INSTITUCIÓN EDUCATIVA DE CHILLOA,OFICIAL,MARGARITA,2023,41,205.8,41.4,43.2,42.9,38.0,38.9,21.7
213440000618,INSTITUCIÓN EDUCATIVA DE CHILLOA,OFICIAL,MARGARITA,2024,50,196.2,36.9,42.4,41.0,36.5,39.9,16.8
213440000618,INSTITUCIÓN EDUCATIVA DE CHILLOA,OFICIAL,MARGARITA,2025,40,207.0,40.2,46.0,42.1,37.5,40.7,20.9
213442000003,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,OFICIAL,MARÍA LA BAJA,2021,34,192.6,37.5,42.6,38.6,36.2,36.5,18.1
213442000003,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,OFICIAL,MARÍA LA BAJA,2022,31,204.1,42.0,42.2,39.9,39.5,40.1,24.4
213442000003,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,OFICIAL,MARÍA LA BAJA,2023,41,198.4,39.3,41.6,41.4,37.0,37.7,17.9
213442000003,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,OFICIAL,MARÍA LA BAJA,2024,20,194.6,38.5,42.0,38.7,36.8,37.5,15.9
213442000003,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,OFICIAL,MARÍA LA BAJA,2025,45,202.1,42.2,43.1,40.9,35.6,40.4,19.2
213442000275,INSTITUCION EDUCATIVA DE CORREA,OFICIAL,MARÍA LA BAJA,2021,10,196.6,38.4,43.9,38.7,36.2,39.7,20.1
213442000275,INSTITUCION EDUCATIVA DE CORREA,OFICIAL,MARÍA LA BAJA,2022,12,189.6,35.1,42.8,36.9,36.5,38.9,15.1
213442000275,INSTITUCION EDUCATIVA DE CORREA,OFICIAL,MARÍA LA BAJA,2023,9,216.9,41.1,46.4,43.7,44.0,38.4,29.1
213442000275,INSTITUCION EDUCATIVA DE CORREA,OFICIAL,MARÍA LA BAJA,2024,16,203.9,39.5,44.6,40.1,39.1,40.2,20.2
213442000275,INSTITUCION EDUCATIVA DE CORREA,OFICIAL,MARÍA LA BAJA,2025,9,209.1,40.2,45.6,42.3,40.1,38.9,22.9
213442000411,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,OFICIAL,MARÍA LA BAJA,2021,23,183.2,35.5,39.6,36.3,35.4,36.0,12.1
213442000411,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,OFICIAL,MARÍA LA BAJA,2022,30,197.9,38.4,42.9,39.8,38.1,36.9,20.0
213442000411,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,OFICIAL,MARÍA LA BAJA,2023,20,190.1,37.5,41.0,38.4,35.8,35.9,13.4
213442000411,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,OFICIAL,MARÍA LA BAJA,2024,24,195.8,36.7,43.8,40.0,37.5,35.1,16.8
213442000411,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,OFICIAL,MARÍA LA BAJA,2025,25,208.5,39.7,44.8,43.4,38.3,43.3,22.7
213442000925,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,OFICIAL,MARÍA LA BAJA,2021,39,193.6,38.9,41.5,39.1,36.0,36.9,19.0
213442000925,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,OFICIAL,MARÍA LA BAJA,2022,37,203.9,40.9,42.9,41.6,38.4,38.6,23.4
213442000925,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,OFICIAL,MARÍA LA BAJA,2023,37,210.3,41.1,45.0,42.9,39.4,41.7,23.6
213442000925,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,OFICIAL,MARÍA LA BAJA,2024,27,215.7,42.8,46.7,44.0,40.6,38.3,26.2
213442000925,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,OFICIAL,MARÍA LA BAJA,2025,29,211.8,42.9,46.0,41.9,39.7,39.1,24.4
213442000968,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,OFICIAL,MARÍA LA BAJA,2021,24,174.8,33.0,39.5,34.6,32.4,36.0,10.4
213442000968,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,OFICIAL,MARÍA LA BAJA,2022,88,184.6,35.8,40.1,37.0,34.7,37.0,12.2
213442000968,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,OFICIAL,MARÍA LA BAJA,2023,105,185.5,35.2,40.5,37.3,35.5,36.7,10.3
213442000968,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,OFICIAL,MARÍA LA BAJA,2024,96,183.3,35.2,40.0,37.3,34.7,34.6,10.6
