cole_cod_dane_establecimiento,cole_nombre_establecimiento,anio,c_naturales,ingles,lectura_critica,matematicas,sociales
113442000718,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE SAN PABLO,2024,54.7,100.0,21.9,40.6,76.6
113442000718,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE SAN PABLO,2025,40.8,98.0,10.2,30.6,59.2
113468000015,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR DE MOMPOX,2021,29.1,94.6,6.8,12.2,44.6
113468000015,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR DE MOMPOX,2022,28.0,89.8,4.2,14.4,44.9
113468000015,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR DE MOMPOX,2023,28.1,93.8,2.7,12.3,44.5
113468000015,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR DE MOMPOX,2024,22.5,85.6,4.5,11.7,27.9
113468000015,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR DE MOMPOX,2025,21.4,85.0,3.6,6.4,44.3
113468000899,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ORFEBRERIA TOMASA NAJERA,2021,52.3,95.3,11.6,29.1,58.1
113468000899,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ORFEBRERIA TOMASA NAJERA,2022,44.9,96.6,15.7,31.5,65.2
113468000899,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ORFEBRERIA TOMASA NAJERA,2023,40.7,96.7,14.3,20.9,60.4
113468000899,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ORFEBRERIA TOMASA NAJERA,2024,45.9,96.5,11.8,20.0,60.0
113468000899,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ORFEBRERIA TOMASA NAJERA,2025,34.1,90.6,5.9,24.7,56.5
113468001038,INSTITUCIÓN EDUCATIVA TÉCNICA COLEGIO NACIONAL PINILLOS,2021,41.7,91.7,6.7,20.0,46.7
113468001038,INSTITUCIÓN EDUCATIVA TÉCNICA COLEGIO NACIONAL PINILLOS,2022,41.1,90.2,9.8,24.1,68.8
113468001038,INSTITUCIÓN EDUCATIVA TÉCNICA COLEGIO NACIONAL PINILLOS,2023,40.6,92.1,11.9,17.8,59.4
113468001038,INSTITUCIÓN EDUCATIVA TÉCNICA COLEGIO NACIONAL PINILLOS,2024,43.3,90.0,10.0,27.8,67.8
113468001038,INSTITUCIÓN EDUCATIVA TÉCNICA COLEGIO NACIONAL PINILLOS,2025,35.9,87.2,5.1,20.5,56.4
113549000010,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,2021,53.8,100.0,11.8,29.0,72.0
113549000010,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,2022,54.3,99.0,12.4,27.6,59.0
113549000010,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,2023,59.8,97.5,11.5,35.2,67.2
113549000010,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,2024,42.7,97.3,10.7,34.7,69.3
113549000010,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,2025,50.6,96.4,16.9,26.5,73.5
113580000044,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA HÉCTOR MANUEL VIDES BALLESTEROS,2021,73.3,100.0,20.0,50.0,66.7
113580000044,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA HÉCTOR MANUEL VIDES BALLESTEROS,2022,74.5,95.7,29.8,55.3,80.9
113580000044,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA HÉCTOR MANUEL VIDES BALLESTEROS,2024,50.0,97.2,13.9,30.6,63.9
113580000044,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA HÉCTOR MANUEL VIDES BALLESTEROS,2025,65.3,98.0,14.3,40.8,71.4
113600000691,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,2021,56.1,96.5,21.1,35.1,61.4
113600000691,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,2022,52.5,93.2,16.9,18.6,50.8
113600000691,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,2023,39.5,94.7,13.2,10.5,39.5
113600000691,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,2024,56.0,92.0,13.3,22.7,61.3
113600000691,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,2025,51.9,100.0,13.5,36.5,65.4
113647000125,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,2021,63.6,98.0,27.8,49.7,72.8
113647000125,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,2022,64.4,97.1,23.1,48.1,76.0
113647000125,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,2023,62.8,96.6,14.9,38.5,66.9
113647000125,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,2024,61.2,92.2,24.0,46.5,72.1
113647000125,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,2025,59.5,92.8,19.8,43.2,73.9
113647000133,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,2021,57.5,100.0,22.5,32.5,77.5
113647000133,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,2022,45.5,97.0,18.2,36.4,69.7
113647000133,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,2023,53.5,95.3,7.0,34.9,83.7
113647000133,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,2024,54.1,100.0,27.0,37.8,73.0
113647000133,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,2025,54.3,97.1,8.6,22.9,74.3
113650000489,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,2021,41.2,97.1,14.7,26.5,61.8
113650000489,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,2022,37.5,97.5,10.0,22.5,57.5
113650000489,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,2023,53.0,98.5,7.6,37.9,72.7
113650000489,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,2024,46.4,94.6,14.3,30.4,58.9
113650000489,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,2025,23.7,97.4,7.9,28.9,73.7
113654000173,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,2021,34.0,98.1,5.7,15.1,41.5
113654000173,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,2022,57.7,96.2,15.4,21.2,73.1
113654000173,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,2023,24.1,90.7,1.9,13.0,59.3
113654000173,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,2024,27.8,96.3,18.5,13.0,46.3
113654000173,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,2025,26.8,75.0,1.8,7.1,50.0
113654000327,INSTITUCIÓN EDUCATIVA PIO XII,2021,31.7,90.5,4.8,16.4,43.9
113654000327,INSTITUCIÓN EDUCATIVA PIO XII,2022,18.9,72.3,6.9,6.9,31.4
113654000327,INSTITUCIÓN EDUCATIVA PIO XII,2023,26.3,81.5,4.4,10.7,35.1
113654000327,INSTITUCIÓN EDUCATIVA PIO XII,2024,28.6,78.6,9.4,14.6,37.0
113654000327,INSTITUCIÓN EDUCATIVA PIO XII,2025,23.4,62.0,7.0,13.3,37.3
113657000018,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,2021,32.5,79.3,4.9,13.8,37.9
113657000018,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,2022,21.3,84.1,2.9,9.7,22.2
113657000018,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,2023,15.9,81.3,1.1,6.0,22.5
113657000018,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,2024,18.0,80.4,5.8,9.5,23.8
113657000018,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,2025,19.7,80.3,3.2,6.4,28.7
113657000107,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,2021,56.4,96.4,10.9,38.2,67.3
113657000107,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,2022,60.0,95.4,24.6,29.2,72.3
113657000107,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,2023,44.2,94.2,7.7,19.2,53.8
113657000107,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,2024,47.8,92.8,18.8,26.1,62.3
113657000107,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,2025,39.7,94.5,13.7,31.5,65.8
113657000522,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,2021,63.9,100.0,27.8,36.1,80.6
113657000522,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,2022,63.0,92.6,25.9,25.9,70.4
113657000522,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,2023,51.9,96.3,14.8,14.8,55.6
113657000522,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,2024,36.6,95.1,14.6,26.8,61.0
113657000522,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,2025,64.1,92.3,7.7,38.5,76.9
113657000590,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,2021,62.3,96.2,22.6,34.9,79.2
113657000590,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,2022,49.6,96.8,10.4,29.6,59.2
113657000590,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,2023,48.1,91.3,13.5,29.8,54.8
113657000590,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,2024,48.2,96.4,18.2,29.1,60.0
113657000590,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,2025,44.1,100.0,10.2,37.3,78.0
113667000016,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,2021,45.5,94.1,7.9,25.7,59.4
113667000016,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,2022,51.6,98.9,16.8,34.7,54.7
113667000016,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,2023,46.6,96.1,8.7,23.3,55.3
113667000016,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,2024,48.3,97.4,16.4,31.0,56.9
113667000016,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,2025,43.2,95.8,9.5,30.5,61.1
113670001171,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,2021,45.0,97.7,12.2,25.2,52.7
113670001171,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,2022,40.0,95.2,8.0,16.0,52.0
113670001171,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,2023,34.0,97.3,6.8,11.6,55.1
113670001171,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,2024,37.1,97.0,5.1,16.8,45.7
113670001171,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,2025,37.3,93.8,5.0,11.8,59.6
113673000028,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,2021,32.3,96.9,7.7,12.3,50.8
113673000028,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,2022,42.7,86.7,13.3,22.7,54.7
113673000028,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,2023,27.6,90.8,3.4,21.8,40.2
113673000028,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,2024,23.8,89.3,6.0,7.1,35.7
113673000028,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,2025,37.0,91.3,4.3,22.8,54.3
113683000051,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,2021,54.1,98.2,17.1,27.9,64.9
113683000051,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,2022,47.2,95.5,12.4,28.1,74.2
113683000051,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,2023,33.9,97.2,6.4,22.9,49.5
113683000051,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,2024,32.1,93.6,9.0,15.4,59.0
113683000051,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,2025,45.7,89.4,11.7,25.5,60.6
113683000085,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,2021,53.2,100.0,14.4,30.6,71.2
113683000085,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,2022,49.5,96.7,15.4,25.3,68.1
113683000085,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,2023,46.5,96.5,8.8,26.3,55.3
113683000085,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,2024,44.4,97.0,10.4,14.8,63.0
113683000085,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,2025,36.2,94.7,7.4,27.7,55.3
113683000727,CENTRO EDUCATIVO DE CHIRICOCO,2025,88.9,88.9,33.3,44.4,77.8
113688010909,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,2021,7.4,67.6,0.0,0.0,13.2
113688010909,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,2022,10.6,80.3,0.0,3.0,15.2
113688010909,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,2023,4.9,80.5,0.0,2.4,20.7
113688010909,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,2024,5.1,82.3,2.5,1.3,16.5
113688010909,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,2025,3.5,68.6,0.0,0.0,12.8
113688011051,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,2021,5.9,71.8,1.2,0.0,14.1
113688011051,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,2022,6.8,62.2,0.0,0.0,12.2
113688011051,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,2023,5.6,67.4,0.0,0.0,14.6
113688011051,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,2024,8.2,71.4,0.0,0.0,10.2
113688011051,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,2025,3.3,59.8,0.0,0.0,13.0
113744002329,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,2021,25.5,92.2,3.9,2.0,39.2
113744002329,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,2022,17.5,93.7,4.8,6.3,38.1
113744002329,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,2023,9.5,92.1,4.8,4.8,28.6
113744002329,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,2024,7.4,94.1,1.5,5.9,23.5
113744002329,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,2025,6.5,82.6,0.0,2.2,21.7
113760000018,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,2021,67.6,98.6,13.5,45.9,81.1
113760000018,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,2022,55.3,97.4,18.4,30.3,64.5
113760000018,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,2023,49.4,94.9,17.7,17.7,70.9
113760000018,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,2024,57.7,96.2,19.2,33.3,73.1
113760000018,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,2025,47.6,98.4,9.5,25.4,65.1
113760000131,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,2021,47.7,97.7,18.2,27.3,75.0
113760000131,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,2022,53.8,100.0,15.4,15.4,71.8
113760000131,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,2023,43.2,94.6,2.7,10.8,45.9
113760000131,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,2024,43.3,90.0,10.0,23.3,66.7
113760000131,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,2025,47.5,87.5,17.5,27.5,67.5
113836000021,INSTITUCION EDUCATIVA CRISANTO LUQUE,2021,28.3,90.0,4.4,8.3,46.1
113836000021,INSTITUCION EDUCATIVA CRISANTO LUQUE,2022,24.0,89.7,5.6,11.6,39.1
113836000021,INSTITUCION EDUCATIVA CRISANTO LUQUE,2023,22.9,77.1,2.9,8.6,33.1
113836000021,INSTITUCION EDUCATIVA CRISANTO LUQUE,2024,12.2,73.8,1.8,7.2,27.1
113836000021,INSTITUCION EDUCATIVA CRISANTO LUQUE,2025,17.2,74.7,3.6,6.8,36.7
113836000039,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA,2021,38.1,90.5,3.6,21.4,46.4
113836000039,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA,2022,17.5,71.4,4.8,15.9,31.7
113836000039,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA,2023,7.2,75.4,0.0,4.3,21.7
113836000039,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA,2024,9.2,63.2,1.3,2.6,27.6
113836000039,INSTITUCIÓN EDUCATIVA CUARTA POZA DE MANGA,2025,10.9,64.1,4.7,4.7,31.2
113836000071,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,2021,43.7,97.7,9.2,20.7,52.9
113836000071,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,2022,40.0,95.0,6.2,16.2,43.8
113836000071,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,2023,41.8,97.5,6.3,22.8,48.1
113836000071,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,2024,24.6,89.2,9.2,20.0,35.4
113836000071,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,2025,18.9,81.1,0.0,13.2,45.3
113836000241,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,2021,16.6,77.5,2.0,7.1,30.4
113836000241,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,2022,20.0,75.3,2.0,11.0,26.0
113836000241,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,2023,11.5,70.5,1.3,5.7,25.1
113836000241,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,2024,8.5,73.1,1.4,7.5,22.2
113836000241,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,2025,8.1,55.5,0.5,2.8,20.4
113836000373,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,2021,44.2,98.1,11.5,21.2,59.6
113836000373,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,2022,38.5,87.2,5.1,17.9,69.2
113836000373,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,2023,30.8,89.7,7.7,25.6,53.8
113836000373,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,2024,23.8,85.7,7.1,16.7,33.3
113836000373,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,2025,37.5,98.6,2.8,15.3,51.4
113836000781,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,2021,52.9,100.0,16.5,36.5,67.1
113836000781,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,2022,49.0,99.0,18.6,28.4,64.7
113836000781,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,2023,51.1,97.7,12.5,34.1,68.2
113836000781,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,2024,45.0,89.2,17.1,29.7,59.5
113836000781,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,2025,46.8,91.9,10.8,30.6,69.4
113838000010,INSTITUCIÓN EDUCATIVA MARCOS FIDEL SUAREZ,2021,53.6,100.0,5.8,11.6,66.7
113838000010,INSTITUCIÓN EDUCATIVA MARCOS FIDEL SUAREZ,2022,58.2,94.0,16.4,26.9,65.7
113838000010,INSTITUCIÓN EDUCATIVA MARCOS FIDEL SUAREZ,2023,59.7,98.4,12.9,24.2,58.1
113838000010,INSTITUCIÓN EDUCATIVA MARCOS FIDEL SUAREZ,2024,46.2,92.5,17.2,34.4,53.8
113838000010,INSTITUCIÓN EDUCATIVA MARCOS FIDEL SUAREZ,2025,47.5,97.0,8.1,29.3,59.6
113838000087,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL DE TURBANA,2021,41.4,97.1,11.4,12.9,61.4
113838000087,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL DE TURBANA,2022,50.7,87.7,9.6,30.1,56.2
113838000087,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL DE TURBANA,2023,41.6,98.7,11.7,26.0,59.7
113838000087,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL DE TURBANA,2024,32.5,94.0,12.0,19.3,55.4
113838000087,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL DE TURBANA,2025,29.5,80.3,4.9,9.8,41.0
113873000006,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL MOISES CABEZA JUNCO,2021,42.3,99.0,10.6,14.4,54.8
113873000006,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL MOISES CABEZA JUNCO,2022,48.4,98.0,9.8,21.6,56.9
113873000006,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL MOISES CABEZA JUNCO,2023,48.9,93.1,12.2,20.7,63.8
113873000006,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL MOISES CABEZA JUNCO,2024,49.7,93.0,9.8,23.8,60.1
113873000006,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL MOISES CABEZA JUNCO,2025,39.0,91.5,4.3,24.1,58.9
113873000103,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE VILLANUEVA,2021,52.7,96.7,11.0,34.1,74.7
113873000103,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE VILLANUEVA,2022,49.6,94.7,18.6,35.4,67.3
113873000103,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE VILLANUEVA,2023,46.5,96.5,20.9,34.9,69.8
113873000103,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE VILLANUEVA,2024,39.5,93.8,14.8,33.3,69.1
113873000103,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE VILLANUEVA,2025,52.3,95.5,17.0,34.1,72.7
113894000031,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA SAGRADO CORAZON DE JESÚS,2021,38.5,96.2,17.3,25.0,63.5
113894000031,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA SAGRADO CORAZON DE JESÚS,2022,62.1,100.0,15.5,37.9,67.2
113894000031,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA SAGRADO CORAZON DE JESÚS,2023,63.0,100.0,20.4,40.7,72.2
113894000031,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA SAGRADO CORAZON DE JESÚS,2024,39.3,96.4,7.1,25.0,67.9
113894000031,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA SAGRADO CORAZON DE JESÚS,2025,60.6,97.0,9.1,27.3,69.7
113894000065,INSTITUCIÓN EDUCATIVA TÉCNICA EN INFORMATICA ANIBAL NOGUERA MENDOZA,2021,38.9,97.2,8.3,22.2,50.0
113894000065,INSTITUCIÓN EDUCATIVA TÉCNICA EN INFORMATICA ANIBAL NOGUERA MENDOZA,2022,40.0,98.3,8.3,30.0,58.3
113894000065,INSTITUCIÓN EDUCATIVA TÉCNICA EN INFORMATICA ANIBAL NOGUERA MENDOZA,2023,35.8,92.5,5.7,20.8,56.6
113894000065,INSTITUCIÓN EDUCATIVA TÉCNICA EN INFORMATICA ANIBAL NOGUERA MENDOZA,2024,30.8,96.9,9.2,20.0,53.8
113894000065,INSTITUCIÓN EDUCATIVA TÉCNICA EN INFORMATICA ANIBAL NOGUERA MENDOZA,2025,38.3,95.1,6.2,19.8,53.1
213001000059,INSTITUCION EDUCATIVA ISLAS DEL ROSARIO,2021,71.4,92.9,28.6,78.6,85.7
213001000059,INSTITUCION EDUCATIVA ISLAS DEL ROSARIO,2022,75.0,100.0,33.3,83.3,75.0
213001000059,INSTITUCION EDUCATIVA ISLAS DEL ROSARIO,2023,100.0,100.0,36.4,63.6,100.0
213001000059,INSTITUCION EDUCATIVA ISLAS DEL ROSARIO,2024,46.2,92.3,7.7,30.8,69.2
213001000059,INSTITUCION EDUCATIVA ISLAS DEL ROSARIO,2025,45.5,90.9,18.2,27.3,72.7
213001000075,INSTITUCION EDUCATIVA PUERTO REY,2021,74.5,100.0,23.4,57.4,72.3
213001000075,INSTITUCION EDUCATIVA PUERTO REY,2022,66.7,100.0,27.8,38.9,72.2
213001000075,INSTITUCION EDUCATIVA PUERTO REY,2023,70.7,100.0,9.8,46.3,70.7
213001000075,INSTITUCION EDUCATIVA PUERTO REY,2024,67.5,100.0,25.0,45.0,77.5
