cole_cod_dane_establecimiento,cole_nombre_establecimiento,anio,c_naturales,ingles,lectura_critica,matematicas,sociales
213433000106,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA ZEQUIEL MARTELO PIMIENTA DE SAN JOAQUIN,2025,37.0,96.3,14.8,18.5,51.9
213433000131,INSTITUCION EDUCATIVA DE EVITAR,2021,72.2,100.0,33.3,44.4,66.7
213433000131,INSTITUCION EDUCATIVA DE EVITAR,2022,69.0,100.0,41.4,51.7,75.9
213433000131,INSTITUCION EDUCATIVA DE EVITAR,2023,76.0,96.0,20.0,20.0,72.0
213433000131,INSTITUCION EDUCATIVA DE EVITAR,2024,45.0,100.0,30.0,35.0,90.0
213433000131,INSTITUCION EDUCATIVA DE EVITAR,2025,53.3,100.0,20.0,33.3,66.7
213433000238,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,2021,49.2,97.6,13.5,34.1,62.7
213433000238,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,2022,47.7,96.9,10.0,28.5,56.9
213433000238,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,2023,49.6,94.8,18.3,30.4,67.0
213433000238,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,2024,50.0,97.5,25.4,36.9,68.9
213433000238,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,2025,42.6,99.1,8.7,23.5,68.7
213433000343,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,2021,72.7,100.0,31.8,52.3,72.7
213433000343,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,2022,51.5,100.0,15.2,24.2,54.5
213433000343,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,2023,43.8,4.2,14.6,47.9,64.6
213433000343,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,2024,64.4,66.7,24.4,53.3,77.8
213433000343,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,2025,71.4,16.7,14.3,40.5,76.2
213440000430,INSTITUCIÓN EDUCATIVA DE MAMONCITO,2021,33.3,100.0,6.7,26.7,33.3
213440000430,INSTITUCIÓN EDUCATIVA DE MAMONCITO,2022,29.0,100.0,16.1,29.0,51.6
213440000430,INSTITUCIÓN EDUCATIVA DE MAMONCITO,2023,27.6,100.0,3.4,10.3,58.6
213440000430,INSTITUCIÓN EDUCATIVA DE MAMONCITO,2024,34.8,100.0,8.7,8.7,52.2
213440000430,INSTITUCIÓN EDUCATIVA DE MAMONCITO,2025,26.9,100.0,0.0,19.2,38.5
213440000502,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,2021,42.9,100.0,14.3,33.3,66.7
213440000502,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,2022,38.9,94.4,16.7,11.1,55.6
213440000502,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,2023,18.8,100.0,0.0,18.8,31.2
213440000502,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,2024,25.0,95.8,8.3,20.8,45.8
213440000502,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,2025,28.6,85.7,14.3,21.4,50.0
213440000618,INSTITUCIÓN EDUCATIVA DE CHILLOA,2021,58.5,100.0,9.8,26.8,63.4
213440000618,INSTITUCIÓN EDUCATIVA DE CHILLOA,2022,54.1,98.4,8.2,29.5,65.6
213440000618,INSTITUCIÓN EDUCATIVA DE CHILLOA,2023,39.0,100.0,19.5,34.1,68.3
213440000618,INSTITUCIÓN EDUCATIVA DE CHILLOA,2024,54.0,100.0,32.0,46.0,80.0
213440000618,INSTITUCIÓN EDUCATIVA DE CHILLOA,2025,57.5,95.0,12.5,37.5,77.5
213442000003,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,2021,76.5,100.0,11.8,50.0,82.4
213442000003,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,2022,61.3,100.0,29.0,29.0,64.5
213442000003,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,2023,56.1,97.6,29.3,34.1,75.6
213442000003,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,2024,75.0,95.0,15.0,30.0,80.0
213442000003,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,2025,48.9,100.0,22.2,22.2,80.0
213442000275,INSTITUCION EDUCATIVA DE CORREA,2021,60.0,100.0,10.0,30.0,70.0
213442000275,INSTITUCION EDUCATIVA DE CORREA,2022,91.7,100.0,25.0,58.3,91.7
213442000275,INSTITUCION EDUCATIVA DE CORREA,2023,66.7,100.0,22.2,44.4,55.6
213442000275,INSTITUCION EDUCATIVA DE CORREA,2024,62.5,100.0,25.0,37.5,62.5
213442000275,INSTITUCION EDUCATIVA DE CORREA,2025,55.6,100.0,11.1,44.4,55.6
213442000411,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,2021,69.6,100.0,30.4,60.9,87.0
213442000411,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,2022,60.0,100.0,20.0,40.0,63.3
213442000411,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,2023,75.0,100.0,15.0,45.0,85.0
213442000411,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,2024,62.5,100.0,25.0,54.2,70.8
213442000411,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,2025,36.0,96.0,16.0,28.0,68.0
213442000925,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,2021,56.4,97.4,20.5,38.5,69.2
213442000925,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,2022,45.9,100.0,16.2,35.1,75.7
213442000925,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,2023,29.7,100.0,8.1,18.9,67.6
213442000925,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,2024,37.0,100.0,7.4,14.8,55.6
213442000925,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,2025,44.8,96.6,13.8,20.7,51.7
213442000968,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,2021,79.2,100.0,33.3,54.2,87.5
213442000968,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,2022,76.1,100.0,17.0,47.7,80.7
213442000968,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,2023,76.2,100.0,18.1,55.2,78.1
213442000968,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,2024,77.1,99.0,32.3,50.0,82.3
213442000968,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,2025,65.4,97.5,23.5,42.0,84.0
213468000117,INSTITUCIÒN EDUCATIVA TÈCNICA AMBIENTAL DE TIERRA FIRME,2021,65.0,90.0,15.0,40.0,65.0
213468000117,INSTITUCIÒN EDUCATIVA TÈCNICA AMBIENTAL DE TIERRA FIRME,2022,48.6,100.0,14.3,25.7,65.7
213468000117,INSTITUCIÒN EDUCATIVA TÈCNICA AMBIENTAL DE TIERRA FIRME,2023,37.9,100.0,13.8,17.2,58.6
213468000117,INSTITUCIÒN EDUCATIVA TÈCNICA AMBIENTAL DE TIERRA FIRME,2024,32.0,100.0,4.0,8.0,56.0
213468000117,INSTITUCIÒN EDUCATIVA TÈCNICA AMBIENTAL DE TIERRA FIRME,2025,18.9,97.3,2.7,5.4,43.2
213468000974,INSTITUCIÓN EDUCATIVA LA PEÑA,2021,68.4,94.7,21.1,36.8,73.7
213468000974,INSTITUCIÓN EDUCATIVA LA PEÑA,2022,58.3,100.0,20.8,33.3,70.8
213468000974,INSTITUCIÓN EDUCATIVA LA PEÑA,2023,52.9,94.1,5.9,41.2,70.6
213468000974,INSTITUCIÓN EDUCATIVA LA PEÑA,2024,50.0,100.0,16.7,33.3,77.8
213468000974,INSTITUCIÓN EDUCATIVA LA PEÑA,2025,38.5,100.0,23.1,15.4,61.5
213468001261,INSTITUCIÓN EDUCATIVA DE LAS BOQUILLAS,2021,50.0,94.7,5.3,18.4,44.7
213468001261,INSTITUCIÓN EDUCATIVA DE LAS BOQUILLAS,2022,41.9,100.0,11.3,19.4,53.2
213468001261,INSTITUCIÓN EDUCATIVA DE LAS BOQUILLAS,2023,47.9,100.0,10.4,20.8,72.9
213468001261,INSTITUCIÓN EDUCATIVA DE LAS BOQUILLAS,2024,49.1,96.4,20.0,30.9,67.3
213468001261,INSTITUCIÓN EDUCATIVA DE LAS BOQUILLAS,2025,50.0,100.0,9.5,26.2,64.3
213468001369,INSTITUCION EDUCATIVA LA TRAVESIA,2021,63.6,100.0,18.2,45.5,81.8
213468001369,INSTITUCION EDUCATIVA LA TRAVESIA,2022,73.9,100.0,34.8,52.2,95.7
213468001369,INSTITUCION EDUCATIVA LA TRAVESIA,2023,64.0,100.0,24.0,40.0,84.0
213468001369,INSTITUCION EDUCATIVA LA TRAVESIA,2024,61.5,100.0,38.5,61.5,84.6
213468001369,INSTITUCION EDUCATIVA LA TRAVESIA,2025,38.9,100.0,5.6,16.7,55.6
213468001491,INSTITUCIÓN EDUCATIVA RIO GRANDE DE LA MAGDALENA,2021,50.0,100.0,14.3,38.1,78.6
213468001491,INSTITUCIÓN EDUCATIVA RIO GRANDE DE LA MAGDALENA,2022,50.0,100.0,13.6,38.6,75.0
213468001491,INSTITUCIÓN EDUCATIVA RIO GRANDE DE LA MAGDALENA,2023,57.6,100.0,6.1,24.2,84.8
213468001491,INSTITUCIÓN EDUCATIVA RIO GRANDE DE LA MAGDALENA,2024,62.5,96.9,18.8,37.5,87.5
213468001491,INSTITUCIÓN EDUCATIVA RIO GRANDE DE LA MAGDALENA,2025,45.5,100.0,4.5,22.7,59.1
213468001512,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DEL CHICAGUA,2021,76.9,100.0,12.8,51.3,89.7
213468001512,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DEL CHICAGUA,2022,72.0,100.0,12.0,40.0,80.0
213468001512,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DEL CHICAGUA,2023,74.3,100.0,22.9,51.4,71.4
213468001512,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DEL CHICAGUA,2024,51.7,100.0,20.7,58.6,79.3
213468001512,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DEL CHICAGUA,2025,60.7,100.0,10.7,42.9,75.0
213468001539,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE GUATACA,2021,60.5,97.4,15.8,23.7,71.1
213468001539,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE GUATACA,2022,33.3,91.7,5.6,25.0,50.0
213468001539,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE GUATACA,2023,33.3,100.0,7.4,29.6,59.3
213468001539,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE GUATACA,2024,34.5,100.0,10.3,44.8,62.1
213468001539,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE GUATACA,2025,35.0,95.0,10.0,20.0,70.0
213468001547,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LA RINCONADA,2021,52.3,100.0,15.9,34.1,65.9
213468001547,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LA RINCONADA,2022,54.2,100.0,10.4,37.5,75.0
213468001547,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LA RINCONADA,2023,44.1,100.0,8.8,32.4,67.6
213468001547,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LA RINCONADA,2024,16.7,100.0,5.6,16.7,61.1
213468001547,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LA RINCONADA,2025,33.3,100.0,16.7,23.3,63.3
213473000052,INSTITUCIÓN EDUCATIVA LA PALMA,2021,50.0,100.0,12.5,15.6,75.0
213473000052,INSTITUCIÓN EDUCATIVA LA PALMA,2022,65.5,96.6,24.1,24.1,51.7
213473000052,INSTITUCIÓN EDUCATIVA LA PALMA,2023,61.1,100.0,25.0,33.3,61.1
213473000052,INSTITUCIÓN EDUCATIVA LA PALMA,2024,25.7,94.3,17.1,14.3,45.7
213473000052,INSTITUCIÓN EDUCATIVA LA PALMA,2025,37.5,100.0,8.3,20.8,58.3
213473000915,INSTITUCIÓN EDUCATIVA DEL DIQUE,2021,16.7,100.0,8.3,16.7,33.3
213473000915,INSTITUCIÓN EDUCATIVA DEL DIQUE,2022,40.0,90.0,20.0,20.0,50.0
213473000915,INSTITUCIÓN EDUCATIVA DEL DIQUE,2023,69.2,100.0,0.0,7.7,61.5
213473000915,INSTITUCIÓN EDUCATIVA DEL DIQUE,2024,18.2,100.0,0.0,0.0,36.4
213473000915,INSTITUCIÓN EDUCATIVA DEL DIQUE,2025,28.6,100.0,0.0,0.0,64.3
213473000923,INSTITUCIÓN EDUCATIVA DE BODEGA CENTRAL,2021,66.7,100.0,0.0,8.3,50.0
213473000923,INSTITUCIÓN EDUCATIVA DE BODEGA CENTRAL,2022,53.3,100.0,13.3,26.7,66.7
213473000923,INSTITUCIÓN EDUCATIVA DE BODEGA CENTRAL,2023,56.5,100.0,13.0,34.8,56.5
213473000923,INSTITUCIÓN EDUCATIVA DE BODEGA CENTRAL,2024,64.7,100.0,17.6,41.2,88.2
213473000923,INSTITUCIÓN EDUCATIVA DE BODEGA CENTRAL,2025,72.7,100.0,9.1,54.5,81.8
213473001296,INSTITUCIÓN EDUCATIVA CORCOVADO,2021,66.7,100.0,14.3,33.3,66.7
213473001296,INSTITUCIÓN EDUCATIVA CORCOVADO,2022,52.2,97.8,26.1,30.4,69.6
213473001296,INSTITUCIÓN EDUCATIVA CORCOVADO,2023,51.4,100.0,11.4,28.6,62.9
213473001296,INSTITUCIÓN EDUCATIVA CORCOVADO,2024,60.0,100.0,8.0,32.0,76.0
213473001296,INSTITUCIÓN EDUCATIVA CORCOVADO,2025,34.6,100.0,11.5,42.3,61.5
213473001580,INSTITUCIÓN EDUCATIVA EMA TRONCOSO RABELO,2021,56.7,93.3,20.0,20.0,53.3
213473001580,INSTITUCIÓN EDUCATIVA EMA TRONCOSO RABELO,2022,56.5,97.8,17.4,34.8,67.4
213473001580,INSTITUCIÓN EDUCATIVA EMA TRONCOSO RABELO,2023,55.2,96.6,6.9,31.0,55.2
213473001580,INSTITUCIÓN EDUCATIVA EMA TRONCOSO RABELO,2024,62.5,100.0,12.5,22.5,70.0
213473001580,INSTITUCIÓN EDUCATIVA EMA TRONCOSO RABELO,2025,46.2,100.0,15.4,34.6,57.7
213473001598,INSTITUCIÓN EDUCATIVA DE MICOAHUMADO,2021,41.7,100.0,8.3,50.0,50.0
213473001598,INSTITUCIÓN EDUCATIVA DE MICOAHUMADO,2022,0.0,100.0,0.0,25.0,12.5
213473001598,INSTITUCIÓN EDUCATIVA DE MICOAHUMADO,2023,20.0,100.0,0.0,0.0,50.0
213473001598,INSTITUCIÓN EDUCATIVA DE MICOAHUMADO,2024,40.0,100.0,20.0,20.0,40.0
213473001598,INSTITUCIÓN EDUCATIVA DE MICOAHUMADO,2025,0.0,83.3,0.0,0.0,50.0
213549000006,INSTITUCIÓN EDUCATIVA DE ARMENIA,2021,60.4,98.1,20.8,43.4,71.7
213549000006,INSTITUCIÓN EDUCATIVA DE ARMENIA,2022,42.5,100.0,7.5,27.5,47.5
213549000006,INSTITUCIÓN EDUCATIVA DE ARMENIA,2023,66.7,98.1,25.9,40.7,77.8
213549000006,INSTITUCIÓN EDUCATIVA DE ARMENIA,2024,46.7,97.8,2.2,26.7,73.3
213549000006,INSTITUCIÓN EDUCATIVA DE ARMENIA,2025,48.6,100.0,10.8,16.2,70.3
213549000065,INSTITUCIÓN EDUCATIVA DE SANTA COA,2021,46.5,100.0,20.9,37.2,69.8
213549000065,INSTITUCIÓN EDUCATIVA DE SANTA COA,2022,65.6,100.0,15.6,37.5,78.1
213549000065,INSTITUCIÓN EDUCATIVA DE SANTA COA,2023,60.0,96.7,13.3,46.7,70.0
213549000065,INSTITUCIÓN EDUCATIVA DE SANTA COA,2024,61.8,100.0,11.8,35.3,76.5
213549000065,INSTITUCIÓN EDUCATIVA DE SANTA COA,2025,45.8,95.8,16.7,45.8,83.3
213549001207,INSTITUCIÓN EDUCATIVA DE LA VENTURA,2021,75.0,100.0,15.0,50.0,80.0
213549001207,INSTITUCIÓN EDUCATIVA DE LA VENTURA,2022,59.1,95.5,9.1,18.2,50.0
213549001207,INSTITUCIÓN EDUCATIVA DE LA VENTURA,2023,70.8,100.0,20.8,25.0,79.2
213549001207,INSTITUCIÓN EDUCATIVA DE LA VENTURA,2024,52.2,100.0,13.0,30.4,69.6
213549001207,INSTITUCIÓN EDUCATIVA DE LA VENTURA,2025,35.3,94.1,35.3,29.4,76.5
213549001347,INSTITUCIÓN EDUCATIVA DE LAS FLORES,2021,54.5,100.0,9.1,40.9,72.7
213549001347,INSTITUCIÓN EDUCATIVA DE LAS FLORES,2022,58.8,100.0,41.2,23.5,76.5
213549001347,INSTITUCIÓN EDUCATIVA DE LAS FLORES,2023,47.1,100.0,35.3,47.1,82.4
213549001347,INSTITUCIÓN EDUCATIVA DE LAS FLORES,2024,87.0,100.0,26.1,60.9,82.6
213549001347,INSTITUCIÓN EDUCATIVA DE LAS FLORES,2025,83.3,100.0,16.7,44.4,83.3
213549001681,INSTITUCIÓN EDUCATIVA DE AGUAS NEGRAS,2023,100.0,100.0,50.0,50.0,100.0
213549001681,INSTITUCIÓN EDUCATIVA DE AGUAS NEGRAS,2024,25.0,100.0,0.0,50.0,75.0
213549002025,INSTITUCIÓN EDUCATIVA DE PALOMINO,2021,59.1,100.0,22.7,22.7,68.2
213549002025,INSTITUCIÓN EDUCATIVA DE PALOMINO,2022,61.5,100.0,7.7,46.2,84.6
213549002025,INSTITUCIÓN EDUCATIVA DE PALOMINO,2023,80.0,100.0,10.0,55.0,85.0
213549002025,INSTITUCIÓN EDUCATIVA DE PALOMINO,2024,46.7,100.0,20.0,33.3,66.7
213549002025,INSTITUCIÓN EDUCATIVA DE PALOMINO,2025,61.5,100.0,15.4,23.1,76.9
213549002122,INSTITUCION EDUCATIVA  DE MINA SECA,2021,14.3,100.0,0.0,0.0,57.1
213549002122,INSTITUCION EDUCATIVA  DE MINA SECA,2022,23.1,84.6,15.4,15.4,61.5
213549002122,INSTITUCION EDUCATIVA  DE MINA SECA,2023,76.9,100.0,7.7,42.3,69.2
213549002122,INSTITUCION EDUCATIVA  DE MINA SECA,2024,45.5,97.0,18.2,42.4,60.6
213549002122,INSTITUCION EDUCATIVA  DE MINA SECA,2025,50.0,96.2,19.2,46.2,73.1
213549002157,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS CONCHITAS,2021,62.5,100.0,12.5,31.2,75.0
213549002157,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS CONCHITAS,2022,64.0,100.0,20.0,40.0,76.0
213549002157,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS CONCHITAS,2023,62.5,93.8,25.0,43.8,68.8
213549002157,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS CONCHITAS,2024,78.9,100.0,31.6,57.9,94.7
213549002157,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS CONCHITAS,2025,69.2,100.0,15.4,46.2,76.9
213549002319,INSTITUCIÓN EDUCATIVA RAFAEL SEGUNDO TURIZO MARTINEZ,2021,23.8,100.0,4.8,9.5,61.9
213549002319,INSTITUCIÓN EDUCATIVA RAFAEL SEGUNDO TURIZO MARTINEZ,2022,38.9,100.0,0.0,16.7,33.3
213549002319,INSTITUCIÓN EDUCATIVA RAFAEL SEGUNDO TURIZO MARTINEZ,2023,40.0,100.0,8.0,16.0,60.0
213549002319,INSTITUCIÓN EDUCATIVA RAFAEL SEGUNDO TURIZO MARTINEZ,2024,37.5,100.0,6.2,25.0,56.2
213549002319,INSTITUCIÓN EDUCATIVA RAFAEL SEGUNDO TURIZO MARTINEZ,2025,28.6,100.0,7.1,7.1,78.6
213549002424,INSTITUCIÓN EDUCATIVA DE PALENQUITO,2021,34.4,100.0,15.6,21.9,65.6
213549002424,INSTITUCIÓN EDUCATIVA DE PALENQUITO,2022,48.7,97.4,10.3,33.3,66.7
213549002424,INSTITUCIÓN EDUCATIVA DE PALENQUITO,2023,51.4,97.3,18.9,24.3,78.4
213549002424,INSTITUCIÓN EDUCATIVA DE PALENQUITO,2024,63.6,97.0,30.3,45.5,81.8
213549002424,INSTITUCIÓN EDUCATIVA DE PALENQUITO,2025,60.5,97.4,23.7,52.6,86.8
213549002513,INSTITUCIÓN EDUCATIVA DE PUERTO LOPEZ,2021,48.0,100.0,12.0,28.0,60.0
213549002513,INSTITUCIÓN EDUCATIVA DE PUERTO LOPEZ,2022,43.3,100.0,6.7,33.3,70.0
213549002513,INSTITUCIÓN EDUCATIVA DE PUERTO LOPEZ,2023,58.3,100.0,11.1,38.9,52.8
213549002513,INSTITUCIÓN EDUCATIVA DE PUERTO LOPEZ,2024,58.3,100.0,25.0,41.7,75.0
213549002513,INSTITUCIÓN EDUCATIVA DE PUERTO LOPEZ,2025,68.1,100.0,14.9,51.1,74.5
213549002599,INSTITUCIÓN EDUCATIVA DE COLORADO,2021,68.8,93.8,0.0,18.8,68.8
213549002599,INSTITUCIÓN EDUCATIVA DE COLORADO,2022,62.5,100.0,0.0,31.2,81.2
213549002599,INSTITUCIÓN EDUCATIVA DE COLORADO,2023,70.6,100.0,23.5,35.3,70.6
213549002599,INSTITUCIÓN EDUCATIVA DE COLORADO,2024,46.7,100.0,6.7,20.0,60.0
213549002599,INSTITUCIÓN EDUCATIVA DE COLORADO,2025,47.4,89.5,10.5,42.1,57.9
213549003048,INSTITUCIÓN EDUCATIVA  RUFINA VIEJA,2021,85.7,100.0,64.3,57.1,92.9
213549003048,INSTITUCIÓN EDUCATIVA  RUFINA VIEJA,2022,56.2,100.0,12.5,50.0,87.5
213549003048,INSTITUCIÓN EDUCATIVA  RUFINA VIEJA,2023,100.0,100.0,0.0,54.5,81.8
213549003048,INSTITUCIÓN EDUCATIVA  RUFINA VIEJA,2024,77.8,100.0,33.3,44.4,83.3
213549003048,INSTITUCIÓN EDUCATIVA  RUFINA VIEJA,2025,50.0,100.0,12.5,37.5,62.5
213580000057,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA  SAN ANTONIO,2021,37.5,87.5,12.5,25.0,75.0
213580000057,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA  SAN ANTONIO,2022,50.0,100.0,10.0,30.0,60.0
213580000057,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA  SAN ANTONIO,2023,50.0,100.0,0.0,25.0,50.0
213580000057,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA  SAN ANTONIO,2024,28.6,85.7,14.3,14.3,71.4
213580000057,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA  SAN ANTONIO,2025,83.3,66.7,50.0,16.7,83.3
213580000081,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SANTA TERESA,2021,80.0,100.0,30.0,50.0,100.0
213580000081,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SANTA TERESA,2022,70.0,100.0,20.0,40.0,70.0
213580000081,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SANTA TERESA,2023,80.0,100.0,20.0,60.0,100.0
213580000081,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SANTA TERESA,2024,81.8,100.0,27.3,63.6,81.8
213580000081,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SANTA TERESA,2025,63.6,90.9,27.3,45.5,72.7
213600000423,INSTITUCIÓN EDUCATIVA COBADILLO,2021,55.6,100.0,27.8,33.3,66.7
213600000423,INSTITUCIÓN EDUCATIVA COBADILLO,2022,64.0,100.0,16.0,32.0,68.0
213600000423,INSTITUCIÓN EDUCATIVA COBADILLO,2023,80.0,100.0,10.0,60.0,90.0
213600000423,INSTITUCIÓN EDUCATIVA COBADILLO,2024,69.2,100.0,15.4,30.8,84.6
213600000423,INSTITUCIÓN EDUCATIVA COBADILLO,2025,27.3,100.0,0.0,27.3,45.5
213600000687,INSTITUCIÓN EDUCATIVA DE NOROSÍ,2021,34.3,97.1,14.3,14.3,42.9
213600000687,INSTITUCIÓN EDUCATIVA DE NOROSÍ,2022,37.2,100.0,7.0,20.9,37.2
213600000687,INSTITUCIÓN EDUCATIVA DE NOROSÍ,2023,23.8,95.2,4.8,16.7,33.3
213600000687,INSTITUCIÓN EDUCATIVA DE NOROSÍ,2024,46.8,100.0,14.9,23.4,61.7
213600000687,INSTITUCIÓN EDUCATIVA DE NOROSÍ,2025,27.5,96.1,7.8,15.7,31.4
213647000154,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS PIEDRAS,2021,59.0,98.8,21.7,37.3,78.3
213647000154,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS PIEDRAS,2022,48.6,98.6,18.6,27.1,65.7
213647000154,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS PIEDRAS,2023,48.9,98.9,13.6,30.7,67.0
213647000154,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS PIEDRAS,2024,29.2,95.8,4.2,22.9,60.4
213647000154,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS PIEDRAS,2025,47.1,95.7,10.0,24.3,71.4
213650000033,INSTITUCIÓN EDUCATIVA DEL VIOLO,2021,81.8,100.0,27.3,27.3,72.7
213650000033,INSTITUCIÓN EDUCATIVA DEL VIOLO,2022,72.7,100.0,45.5,54.5,81.8
213650000033,INSTITUCIÓN EDUCATIVA DEL VIOLO,2023,86.4,100.0,36.4,63.6,95.5
213650000033,INSTITUCIÓN EDUCATIVA DEL VIOLO,2024,61.1,100.0,22.2,55.6,83.3
213650000033,INSTITUCIÓN EDUCATIVA DEL VIOLO,2025,55.0,100.0,25.0,45.0,55.0
213650000408,INSTITUCIÓN EDUCATIVA DE SANTA ROSA,2021,50.0,96.2,19.2,38.5,92.3
213650000408,INSTITUCIÓN EDUCATIVA DE SANTA ROSA,2022,60.9,100.0,8.7,34.8,76.1
213650000408,INSTITUCIÓN EDUCATIVA DE SANTA ROSA,2023,53.8,94.9,12.8,20.5,71.8
213650000408,INSTITUCIÓN EDUCATIVA DE SANTA ROSA,2024,36.7,93.9,8.2,16.3,46.9
213650000408,INSTITUCIÓN EDUCATIVA DE SANTA ROSA,2025,45.7,100.0,14.3,22.9,65.7
213654000038,INSTITUCIÓN EDUCATIVA EL PARAISO,2022,22.2,100.0,22.2,33.3,44.4
